Year,Units,Age group,Sex,Typ of victim-suspect relationship,Degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2020,Percentage,55 to under 65 years,,,Unsafe,|,,,Population that feel safe walking alone around the area they live after dark,20.8
2012,Percentage,55 to under 65 years,,,Very unsafe,,,,Population that feel safe walking alone around the area they live after dark,3.8
2017,Percentage,55 to under 65 years,,,Very unsafe,,,,Population that feel safe walking alone around the area they live after dark,5.6
2020,Percentage,55 to under 65 years,,,Very unsafe,|,,,Population that feel safe walking alone around the area they live after dark,4.8
2012,Percentage,65 to under 75 years,,,Very safe,,,,Population that feel safe walking alone around the area they live after dark,35.6
2017,Percentage,65 to under 75 years,,,Very safe,,,,Population that feel safe walking alone around the area they live after dark,32.8
2020,Percentage,65 to under 75 years,,,Very safe,|,,,Population that feel safe walking alone around the area they live after dark,18.9
2012,Percentage,65 to under 75 years,,,Safe,,,,Population that feel safe walking alone around the area they live after dark,42.2
2017,Percentage,65 to under 75 years,,,Safe,,,,Population that feel safe walking alone around the area they live after dark,41.4
2020,Percentage,65 to under 75 years,,,Safe,|,,,Population that feel safe walking alone around the area they live after dark,49.4
2012,Percentage,65 to under 75 years,,,Unsafe,,,,Population that feel safe walking alone around the area they live after dark,16.3
2017,Percentage,65 to under 75 years,,,Unsafe,,,,Population that feel safe walking alone around the area they live after dark,18.4
2020,Percentage,65 to under 75 years,,,Unsafe,|,,,Population that feel safe walking alone around the area they live after dark,26.1
2012,Percentage,65 to under 75 years,,,Very unsafe,,,,Population that feel safe walking alone around the area they live after dark,5.9
2017,Percentage,65 to under 75 years,,,Very unsafe,,,,Population that feel safe walking alone around the area they live after dark,7.3
2020,Percentage,65 to under 75 years,,,Very unsafe,|,,,Population that feel safe walking alone around the area they live after dark,5.7
2012,Percentage,75 years and older,,,Very safe,,,,Population that feel safe walking alone around the area they live after dark,26.9
2017,Percentage,75 years and older,,,Very safe,,,,Population that feel safe walking alone around the area they live after dark,25.9
2020,Percentage,75 years and older,,,Very safe,|,,,Population that feel safe walking alone around the area they live after dark,11.6
2012,Percentage,75 years and older,,,Safe,,,,Population that feel safe walking alone around the area they live after dark,37.4
2017,Percentage,75 years and older,,,Safe,,,,Population that feel safe walking alone around the area they live after dark,40.3
2020,Percentage,75 years and older,,,Safe,|,,,Population that feel safe walking alone around the area they live after dark,48.4
2012,Percentage,75 years and older,,,Unsafe,,,,Population that feel safe walking alone around the area they live after dark,24.8
2017,Percentage,75 years and older,,,Unsafe,,,,Population that feel safe walking alone around the area they live after dark,23.1
2020,Percentage,75 years and older,,,Unsafe,|,,,Population that feel safe walking alone around the area they live after dark,31.8
2012,Percentage,75 years and older,,,Very unsafe,,,,Population that feel safe walking alone around the area they live after dark,10.9
2017,Percentage,75 years and older,,,Very unsafe,,,,Population that feel safe walking alone around the area they live after dark,10.7
2020,Percentage,75 years and older,,,Very unsafe,,,,Population that feel safe walking alone around the area they live after dark,8.2
