Year,Units,Age group,Sex,Typ of victim-suspect relationship,Degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2010,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.97
2011,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.9
2012,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.81
2013,"Per 100,000 inhabitants",,,,,|,,,Intentional homicides,0.86
2014,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.89
2015,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.84
2016,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,1.17
2017,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.99
2018,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.95
2019,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.75
2020,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.94
2021,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.84
2022,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.82
2023,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,0.91
2024,"Per 100,000 inhabitants",,,,,|,,,Intentional homicides,0.93
2025,"Per 100,000 inhabitants",,,,,,,,Intentional homicides,1.33
2010,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.75
2011,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.72
2012,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.9
2013,"Per 100,000 inhabitants",13 years and younger,,,,|,,,Intentional homicides,0.67
2014,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.64
2015,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.63
2016,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.67
2017,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.65
2018,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.67
2019,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.49
2020,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.74
2021,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.77
2022,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.47
2023,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.65
2024,"Per 100,000 inhabitants",13 years and younger,,,,|,,,Intentional homicides,0.51
2025,"Per 100,000 inhabitants",13 years and younger,,,,,,,Intentional homicides,0.85
2010,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.68
2011,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.84
2012,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.19
2013,"Per 100,000 inhabitants",14 to under 18 years,,,,|,,,Intentional homicides,0.37
2014,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.47
2015,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.44
2016,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,1.09
2017,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.13
2018,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.45
2019,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.36
2020,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.4
2021,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.47
2022,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.46
2023,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,0.55
2024,"Per 100,000 inhabitants",14 to under 18 years,,,,|,,,Intentional homicides,0.48
2025,"Per 100,000 inhabitants",14 to under 18 years,,,,,,,Intentional homicides,1.15
2010,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,1.34
2011,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,1.06
2012,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.89
2013,"Per 100,000 inhabitants",18 to under 21 years,,,,|,,,Intentional homicides,0.61
2014,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.82
2015,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.73
2016,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,1.65
2017,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.6
2018,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.99
2019,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.62
2020,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.83
2021,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.77
2022,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.96
2023,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,0.74
2024,"Per 100,000 inhabitants",18 to under 21 years,,,,|,,,Intentional homicides,1.11
2025,"Per 100,000 inhabitants",18 to under 21 years,,,,,,,Intentional homicides,1.39
2010,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,1.01
2011,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.96
2012,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.81
2013,"Per 100,000 inhabitants",21 to under 60 years,,,,|,,,Intentional homicides,0.87
2014,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.93
2015,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.75
2016,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,1.2
2017,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.95
2018,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,1.02
2019,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.8
2020,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.87
2021,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.78
2022,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,0.79
2023,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,1.0
2024,"Per 100,000 inhabitants",21 to under 60 years,,,,|,,,Intentional homicides,0.98
2025,"Per 100,000 inhabitants",21 to under 60 years,,,,,,,Intentional homicides,1.39
2010,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,0.98
2011,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,0.86
2012,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,0.83
2013,"Per 100,000 inhabitants",60 years and older,,,,|,,,Intentional homicides,0.98
2014,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,0.97
2015,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.1
2016,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.29
2017,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.37
2018,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.01
2019,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,0.86
2020,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.23
2021,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.01
2022,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.08
2023,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,0.94
2024,"Per 100,000 inhabitants",60 years and older,,,,|,,,Intentional homicides,1.07
2025,"Per 100,000 inhabitants",60 years and older,,,,,,,Intentional homicides,1.46
2010,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.94
2011,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.81
2012,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.71
2013,"Per 100,000 inhabitants",,Female,,,|,,,Intentional homicides,0.8
2014,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.82
2015,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.79
2016,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,1.13
2017,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.91
2018,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.87
2019,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.66
2020,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.85
2021,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.8
2022,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.83
2023,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,0.87
2024,"Per 100,000 inhabitants",,Female,,,|,,,Intentional homicides,0.8
2025,"Per 100,000 inhabitants",,Female,,,,,,Intentional homicides,1.3
2010,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,1.0
2011,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,1.0
2012,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,0.9
2013,"Per 100,000 inhabitants",,Male,,,|,,,Intentional homicides,0.9
2014,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,0.95
2015,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,0.86
2016,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,1.22
2017,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,1.06
2018,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,1.03
2019,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,0.85
2020,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,1.04
2021,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,0.87
2022,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,0.82
2023,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,0.95
2024,"Per 100,000 inhabitants",,Male,,,|,,,Intentional homicides,1.07
2025,"Per 100,000 inhabitants",,Male,,,,,,Intentional homicides,1.36
2010,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.74
2011,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.49
2012,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.8
2013,"Per 100,000 inhabitants",13 years and younger,Female,,,|,,,Intentional homicides,0.77
2014,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.5
2015,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.52
2016,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.61
2017,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.56
2018,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.59
2019,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.33
2020,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.81
2021,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.82
2022,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.51
2023,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.72
2024,"Per 100,000 inhabitants",13 years and younger,Female,,,|,,,Intentional homicides,0.38
2025,"Per 100,000 inhabitants",13 years and younger,Female,,,,,,Intentional homicides,0.91
2010,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.76
2011,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.94
2012,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.99
2013,"Per 100,000 inhabitants",13 years and younger,Male,,,|,,,Intentional homicides,0.57
2014,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.77
2015,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.73
2016,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.73
2017,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.74
2018,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.75
2019,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.53
2020,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.68
2021,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.72
2022,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.43
2023,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.58
2024,"Per 100,000 inhabitants",13 years and younger,Male,,,|,,,Intentional homicides,0.65
2025,"Per 100,000 inhabitants",13 years and younger,Male,,,,,,Intentional homicides,0.79
2010,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.89
2011,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.77
2012,"Per 100,000 inhabitants",14 to under 18 years,Female,,,‒,,,Intentional homicides,0.0
2013,"Per 100,000 inhabitants",14 to under 18 years,Female,,,|,,,Intentional homicides,0.26
2014,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.32
2015,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.58
2016,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,1.43
2017,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.07
2018,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.53
2019,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.27
2020,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.27
2021,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.48
2022,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.82
2023,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,0.53
2024,"Per 100,000 inhabitants",14 to under 18 years,Female,,,|,,,Intentional homicides,0.47
2025,"Per 100,000 inhabitants",14 to under 18 years,Female,,,,,,Intentional homicides,1.06
2010,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.48
2011,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.91
2012,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.28
2013,"Per 100,000 inhabitants",14 to under 18 years,Male,,,|,,,Intentional homicides,0.49
2014,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.61
2015,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.3
2016,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.78
2017,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.18
2018,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.37
2019,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.44
2020,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.51
2021,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.45
2022,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.13
2023,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,0.56
2024,"Per 100,000 inhabitants",14 to under 18 years,Male,,,|,,,Intentional homicides,0.5
2025,"Per 100,000 inhabitants",14 to under 18 years,Male,,,,,,Intentional homicides,1.23
2010,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,1.37
2011,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.75
2012,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.79
2013,"Per 100,000 inhabitants",18 to under 21 years,Female,,,|,,,Intentional homicides,0.5
2014,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.76
2015,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.75
2016,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,1.45
2017,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.56
2018,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.96
2019,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.41
2020,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.5
2021,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.34
2022,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.69
2023,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,0.76
2024,"Per 100,000 inhabitants",18 to under 21 years,Female,,,|,,,Intentional homicides,1.12
2025,"Per 100,000 inhabitants",18 to under 21 years,Female,,,,,,Intentional homicides,1.54
2010,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.31
2011,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.36
2012,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,0.98
2013,"Per 100,000 inhabitants",18 to under 21 years,Male,,,|,,,Intentional homicides,0.71
2014,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,0.88
2015,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,0.7
2016,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.82
2017,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,0.65
2018,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.01
2019,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,0.81
2020,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.13
2021,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.18
2022,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.21
2023,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,0.71
2024,"Per 100,000 inhabitants",18 to under 21 years,Male,,,|,,,Intentional homicides,1.11
2025,"Per 100,000 inhabitants",18 to under 21 years,Male,,,,,,Intentional homicides,1.25
2010,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.92
2011,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.83
2012,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.64
2013,"Per 100,000 inhabitants",21 to under 60 years,Female,,,|,,,Intentional homicides,0.74
2014,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.84
2015,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.62
2016,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,1.1
2017,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.82
2018,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.86
2019,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.67
2020,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.67
2021,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.66
2022,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.65
2023,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,0.87
2024,"Per 100,000 inhabitants",21 to under 60 years,Female,,,|,,,Intentional homicides,0.73
2025,"Per 100,000 inhabitants",21 to under 60 years,Female,,,,,,Intentional homicides,1.33
2010,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.1
2011,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.09
2012,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,0.98
2013,"Per 100,000 inhabitants",21 to under 60 years,Male,,,|,,,Intentional homicides,1.0
2014,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.03
2015,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,0.87
2016,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.31
2017,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.07
2018,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.18
2019,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,0.93
2020,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.07
2021,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,0.9
2022,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,0.92
2023,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.13
2024,"Per 100,000 inhabitants",21 to under 60 years,Male,,,|,,,Intentional homicides,1.23
2025,"Per 100,000 inhabitants",21 to under 60 years,Male,,,,,,Intentional homicides,1.44
2010,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.02
2011,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,0.93
2012,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,0.89
2013,"Per 100,000 inhabitants",60 years and older,Female,,,|,,,Intentional homicides,1.01
2014,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,0.99
2015,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.16
2016,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.31
2017,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.33
2018,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.04
2019,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,0.82
2020,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.24
2021,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.08
2022,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.24
2023,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,0.99
2024,"Per 100,000 inhabitants",60 years and older,Female,,,|,,,Intentional homicides,1.08
2025,"Per 100,000 inhabitants",60 years and older,Female,,,,,,Intentional homicides,1.42
2010,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.93
2011,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.77
2012,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.76
2013,"Per 100,000 inhabitants",60 years and older,Male,,,|,,,Intentional homicides,0.94
2014,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.95
2015,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,1.03
2016,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,1.27
2017,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,1.41
2018,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.97
2019,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.9
2020,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,1.21
2021,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.92
2022,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.89
2023,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,0.88
2024,"Per 100,000 inhabitants",60 years and older,Male,,,|,,,Intentional homicides,1.06
2025,"Per 100,000 inhabitants",60 years and older,Male,,,,,,Intentional homicides,1.5
2010,Number,,,,,,,,Intentional homicides,793.0
2011,Number,,,,,,,,Intentional homicides,738.0
2012,Number,,,,,,,,Intentional homicides,659.0
2013,Number,,,,,,,,Intentional homicides,682.0
2014,Number,,,,,,,,Intentional homicides,716.0
2015,Number,,,,,,,,Intentional homicides,682.0
2016,Number,,,,,,,,Intentional homicides,963.0
2017,Number,,,,,,,,Intentional homicides,813.0
2018,Number,,,,,,,,Intentional homicides,788.0
2019,Number,,,,,,,,Intentional homicides,623.0
2020,Number,,,,,,,,Intentional homicides,782.0
2021,Number,,,,,,,,Intentional homicides,695.0
2022,Number,,,,,,,,Intentional homicides,686.0
2023,Number,,,,,,,,Intentional homicides,770.0
2024,Number,,,,,,,,Intentional homicides,779.0
2025,Number,,,,,,,,Intentional homicides,1112.0
2010,Number,13 years and younger,,,,,,,Intentional homicides,77.0
2011,Number,13 years and younger,,,,,,,Intentional homicides,73.0
2012,Number,13 years and younger,,,,,,,Intentional homicides,90.0
2013,Number,13 years and younger,,,,,,,Intentional homicides,66.0
2014,Number,13 years and younger,,,,,,,Intentional homicides,63.0
2015,Number,13 years and younger,,,,,,,Intentional homicides,62.0
2016,Number,13 years and younger,,,,,,,Intentional homicides,68.0
2017,Number,13 years and younger,,,,,,,Intentional homicides,67.0
2018,Number,13 years and younger,,,,,,,Intentional homicides,70.0
2019,Number,13 years and younger,,,,,,,Intentional homicides,46.0
2020,Number,13 years and younger,,,,,,,Intentional homicides,79.0
2021,Number,13 years and younger,,,,,,,Intentional homicides,83.0
2022,Number,13 years and younger,,,,,,,Intentional homicides,51.0
2023,Number,13 years and younger,,,,,,,Intentional homicides,72.0
2024,Number,13 years and younger,,,,,,,Intentional homicides,56.0
2025,Number,13 years and younger,,,,,,,Intentional homicides,92.0
2010,Number,14 to under 18 years,,,,,,,Intentional homicides,22.0
2011,Number,14 to under 18 years,,,,,,,Intentional homicides,27.0
2012,Number,14 to under 18 years,,,,,,,Intentional homicides,6.0
2013,Number,14 to under 18 years,,,,,,,Intentional homicides,12.0
2014,Number,14 to under 18 years,,,,,,,Intentional homicides,15.0
2015,Number,14 to under 18 years,,,,,,,Intentional homicides,14.0
2016,Number,14 to under 18 years,,,,,,,Intentional homicides,35.0
2017,Number,14 to under 18 years,,,,,,,Intentional homicides,4.0
2018,Number,14 to under 18 years,,,,,,,Intentional homicides,14.0
2019,Number,14 to under 18 years,,,,,,,Intentional homicides,11.0
2020,Number,14 to under 18 years,,,,,,,Intentional homicides,12.0
2021,Number,14 to under 18 years,,,,,,,Intentional homicides,14.0
2022,Number,14 to under 18 years,,,,,,,Intentional homicides,14.0
2023,Number,14 to under 18 years,,,,,,,Intentional homicides,17.0
2024,Number,14 to under 18 years,,,,,,,Intentional homicides,15.0
2025,Number,14 to under 18 years,,,,,,,Intentional homicides,36.0
